"","X","location","country","ipc","technology_domain","year","value"
"25452",25452,"COL","Colombia","WIPO_14","Organic fine chemistry",2011,0.131
"25453",25453,"COL","Colombia","WIPO_14","Organic fine chemistry",2012,0.981
"25454",25454,"COL","Colombia","WIPO_14","Organic fine chemistry",2013,0
"25455",25455,"COL","Colombia","WIPO_14","Organic fine chemistry",2014,1.2042
"25456",25456,"COL","Colombia","WIPO_14","Organic fine chemistry",2015,1.4206
"25457",25457,"COL","Colombia","WIPO_14","Organic fine chemistry",2016,0.1429
"25458",25458,"COL","Colombia","WIPO_14","Organic fine chemistry",2017,0.5275
"25459",25459,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",1999,0
"25460",25460,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2000,0
"25461",25461,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2001,0
"25462",25462,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2002,0
"25463",25463,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2003,0.0313
"25464",25464,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2004,0
"25465",25465,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2005,0
"25466",25466,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2006,0.0833
"25467",25467,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2007,0
"25468",25468,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2008,0
"25469",25469,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2009,0
"25470",25470,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2010,0
"25471",25471,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2011,0
"25472",25472,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2012,0.2149
"25473",25473,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2013,0.3052
"25474",25474,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2014,1.3071
"25475",25475,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2015,0.2429
"25476",25476,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2016,0.25
"25477",25477,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2017,0.1333
"25478",25478,"CRI","Costa Rica","WIPO_14","Organic fine chemistry",2018,0
"25479",25479,"HRV","Croatia","WIPO_14","Organic fine chemistry",1999,0
"25480",25480,"HRV","Croatia","WIPO_14","Organic fine chemistry",2000,0
"25481",25481,"HRV","Croatia","WIPO_14","Organic fine chemistry",2001,1
"25482",25482,"HRV","Croatia","WIPO_14","Organic fine chemistry",2002,1.0833
"25483",25483,"HRV","Croatia","WIPO_14","Organic fine chemistry",2003,3.49
"25484",25484,"HRV","Croatia","WIPO_14","Organic fine chemistry",2004,8.0519
"25485",25485,"HRV","Croatia","WIPO_14","Organic fine chemistry",2005,8.9068
"25486",25486,"HRV","Croatia","WIPO_14","Organic fine chemistry",2006,7.7526
"25487",25487,"HRV","Croatia","WIPO_14","Organic fine chemistry",2007,2.5072
"25488",25488,"HRV","Croatia","WIPO_14","Organic fine chemistry",2008,3.2848
"25489",25489,"HRV","Croatia","WIPO_14","Organic fine chemistry",2009,2.4526
"25490",25490,"HRV","Croatia","WIPO_14","Organic fine chemistry",2010,2.6417
"25491",25491,"HRV","Croatia","WIPO_14","Organic fine chemistry",2011,4.631
"25492",25492,"HRV","Croatia","WIPO_14","Organic fine chemistry",2012,3.5466
"25493",25493,"HRV","Croatia","WIPO_14","Organic fine chemistry",2013,1.3918
"25494",25494,"HRV","Croatia","WIPO_14","Organic fine chemistry",2014,1.0056
"25495",25495,"HRV","Croatia","WIPO_14","Organic fine chemistry",2015,0.4067
"25496",25496,"HRV","Croatia","WIPO_14","Organic fine chemistry",2016,3.8075
"25497",25497,"HRV","Croatia","WIPO_14","Organic fine chemistry",2017,2.6625
"25498",25498,"HRV","Croatia","WIPO_14","Organic fine chemistry",2018,1.2222
"25499",25499,"CUB","Cuba","WIPO_14","Organic fine chemistry",1999,0
"25500",25500,"CUB","Cuba","WIPO_14","Organic fine chemistry",2000,0
"25501",25501,"CUB","Cuba","WIPO_14","Organic fine chemistry",2001,0
"25502",25502,"CUB","Cuba","WIPO_14","Organic fine chemistry",2002,1
"25503",25503,"CUB","Cuba","WIPO_14","Organic fine chemistry",2003,0
"25504",25504,"CUB","Cuba","WIPO_14","Organic fine chemistry",2004,0.7429
"25505",25505,"CUB","Cuba","WIPO_14","Organic fine chemistry",2005,0.5075
"25506",25506,"CUB","Cuba","WIPO_14","Organic fine chemistry",2006,1.0114
"25507",25507,"CUB","Cuba","WIPO_14","Organic fine chemistry",2007,0.0769
"25508",25508,"CUB","Cuba","WIPO_14","Organic fine chemistry",2008,0.2788
"25509",25509,"CUB","Cuba","WIPO_14","Organic fine chemistry",2009,0.2111
"25510",25510,"CUB","Cuba","WIPO_14","Organic fine chemistry",2010,1.3413
"25511",25511,"CUB","Cuba","WIPO_14","Organic fine chemistry",2011,0
"25512",25512,"CUB","Cuba","WIPO_14","Organic fine chemistry",2012,1
"25513",25513,"CUB","Cuba","WIPO_14","Organic fine chemistry",2013,0.6734
"25514",25514,"CUB","Cuba","WIPO_14","Organic fine chemistry",2014,0.8333
"25515",25515,"CUB","Cuba","WIPO_14","Organic fine chemistry",2015,0.7
"25516",25516,"CUB","Cuba","WIPO_14","Organic fine chemistry",2016,0.6
"25517",25517,"CUB","Cuba","WIPO_14","Organic fine chemistry",2017,0.6364
"25518",25518,"CYP","Cyprus","WIPO_14","Organic fine chemistry",1999,0
"25519",25519,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2000,0
"25520",25520,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2001,0
"25521",25521,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2002,0.125
"25522",25522,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2003,0
"25523",25523,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2004,0
"25524",25524,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2005,0.5833
"25525",25525,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2006,0
"25526",25526,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2007,0
"25527",25527,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2008,1.4968
"25528",25528,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2009,0
"25529",25529,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2010,0.3611
"25530",25530,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2011,0.5
"25531",25531,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2012,0
"25532",25532,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2013,0
"25533",25533,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2014,0
"25534",25534,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2015,0.5833
"25535",25535,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2016,0.3636
"25536",25536,"CYP","Cyprus","WIPO_14","Organic fine chemistry",2017,0
"25537",25537,"ECU","Ecuador","WIPO_14","Organic fine chemistry",1999,0
"25538",25538,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2000,0
"25539",25539,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2001,0
"25540",25540,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2002,0.1852
"25541",25541,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2003,0
"25542",25542,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2004,0
"25543",25543,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2005,0.2222
"25544",25544,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2006,0
"25545",25545,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2007,0
"25546",25546,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2008,0.4444
"25547",25547,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2009,0
"25548",25548,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2010,0
"25549",25549,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2011,0
"25550",25550,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2012,0.125
"25551",25551,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2013,0
"25552",25552,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2014,0.4286
"25553",25553,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2015,0
"25554",25554,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2016,0
"25555",25555,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2017,0
"25556",25556,"ECU","Ecuador","WIPO_14","Organic fine chemistry",2018,0
"25557",25557,"EGY","Egypt","WIPO_14","Organic fine chemistry",1999,0
"25558",25558,"EGY","Egypt","WIPO_14","Organic fine chemistry",2000,0
"25559",25559,"EGY","Egypt","WIPO_14","Organic fine chemistry",2001,0
"25560",25560,"EGY","Egypt","WIPO_14","Organic fine chemistry",2002,0.9291
"25561",25561,"EGY","Egypt","WIPO_14","Organic fine chemistry",2003,0.2536
"25562",25562,"EGY","Egypt","WIPO_14","Organic fine chemistry",2004,1.7366
"25563",25563,"EGY","Egypt","WIPO_14","Organic fine chemistry",2005,0.8024
"25564",25564,"EGY","Egypt","WIPO_14","Organic fine chemistry",2006,0.4452
"25565",25565,"EGY","Egypt","WIPO_14","Organic fine chemistry",2007,0.1635
"25566",25566,"EGY","Egypt","WIPO_14","Organic fine chemistry",2008,0.7956
"25567",25567,"EGY","Egypt","WIPO_14","Organic fine chemistry",2009,0.4325
"25568",25568,"EGY","Egypt","WIPO_14","Organic fine chemistry",2010,0.2063
"25569",25569,"EGY","Egypt","WIPO_14","Organic fine chemistry",2011,0.275
"25570",25570,"EGY","Egypt","WIPO_14","Organic fine chemistry",2012,1.6146
"25571",25571,"EGY","Egypt","WIPO_14","Organic fine chemistry",2013,1.1417
"25572",25572,"EGY","Egypt","WIPO_14","Organic fine chemistry",2014,0.4405
"25573",25573,"EGY","Egypt","WIPO_14","Organic fine chemistry",2015,0.656
"25574",25574,"EGY","Egypt","WIPO_14","Organic fine chemistry",2016,0.3238
"25575",25575,"EGY","Egypt","WIPO_14","Organic fine chemistry",2017,0.8489
"25576",25576,"EST","Estonia","WIPO_14","Organic fine chemistry",1999,0
"25577",25577,"EST","Estonia","WIPO_14","Organic fine chemistry",2000,0
"25578",25578,"EST","Estonia","WIPO_14","Organic fine chemistry",2001,0
"25579",25579,"EST","Estonia","WIPO_14","Organic fine chemistry",2002,0.0714
"25580",25580,"EST","Estonia","WIPO_14","Organic fine chemistry",2003,0
"25581",25581,"EST","Estonia","WIPO_14","Organic fine chemistry",2004,0
"25582",25582,"EST","Estonia","WIPO_14","Organic fine chemistry",2005,0.6688
"25583",25583,"EST","Estonia","WIPO_14","Organic fine chemistry",2006,0.6167
"25584",25584,"EST","Estonia","WIPO_14","Organic fine chemistry",2007,1.9167
"25585",25585,"EST","Estonia","WIPO_14","Organic fine chemistry",2008,1.5442
"25586",25586,"EST","Estonia","WIPO_14","Organic fine chemistry",2009,0
"25587",25587,"EST","Estonia","WIPO_14","Organic fine chemistry",2010,1.0231
"25588",25588,"EST","Estonia","WIPO_14","Organic fine chemistry",2011,0.3333
"25589",25589,"EST","Estonia","WIPO_14","Organic fine chemistry",2012,0.4
"25590",25590,"EST","Estonia","WIPO_14","Organic fine chemistry",2013,2
"25591",25591,"EST","Estonia","WIPO_14","Organic fine chemistry",2014,0.05
"25592",25592,"EST","Estonia","WIPO_14","Organic fine chemistry",2015,0.5
"25593",25593,"EST","Estonia","WIPO_14","Organic fine chemistry",2016,1
"25594",25594,"EST","Estonia","WIPO_14","Organic fine chemistry",2017,0.625
"25595",25595,"GEO","Georgia","WIPO_14","Organic fine chemistry",1999,0
"25596",25596,"GEO","Georgia","WIPO_14","Organic fine chemistry",2000,0
"25597",25597,"GEO","Georgia","WIPO_14","Organic fine chemistry",2001,0.5
"25598",25598,"GEO","Georgia","WIPO_14","Organic fine chemistry",2002,0
"25599",25599,"GEO","Georgia","WIPO_14","Organic fine chemistry",2003,0
"25600",25600,"GEO","Georgia","WIPO_14","Organic fine chemistry",2004,0.5333
"25601",25601,"GEO","Georgia","WIPO_14","Organic fine chemistry",2005,0
"25602",25602,"GEO","Georgia","WIPO_14","Organic fine chemistry",2006,0.0571
"25603",25603,"GEO","Georgia","WIPO_14","Organic fine chemistry",2007,0.1351
"25604",25604,"GEO","Georgia","WIPO_14","Organic fine chemistry",2008,0.1513
"25605",25605,"GEO","Georgia","WIPO_14","Organic fine chemistry",2009,0.2417
"25606",25606,"GEO","Georgia","WIPO_14","Organic fine chemistry",2010,0
"25607",25607,"GEO","Georgia","WIPO_14","Organic fine chemistry",2011,0.0071
"25608",25608,"GEO","Georgia","WIPO_14","Organic fine chemistry",2012,0
"25609",25609,"GEO","Georgia","WIPO_14","Organic fine chemistry",2013,0
"25610",25610,"GEO","Georgia","WIPO_14","Organic fine chemistry",2014,0.6833
"25611",25611,"GEO","Georgia","WIPO_14","Organic fine chemistry",2015,0
"25612",25612,"GEO","Georgia","WIPO_14","Organic fine chemistry",2016,0.2
"25613",25613,"GEO","Georgia","WIPO_14","Organic fine chemistry",2017,0
"25614",25614,"GTM","Guatemala","WIPO_14","Organic fine chemistry",1999,0
"25615",25615,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2000,0
"25616",25616,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2001,0
"25617",25617,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2002,0
"25618",25618,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2003,0
"25619",25619,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2004,0
"25620",25620,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2005,0
"25621",25621,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2006,0
"25622",25622,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2007,0.2727
"25623",25623,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2008,0
"25624",25624,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2009,0
"25625",25625,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2010,0
"25626",25626,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2011,0
"25627",25627,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2012,0.0556
"25628",25628,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2013,0
"25629",25629,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2014,0
"25630",25630,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2015,0
"25631",25631,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2016,0
"25632",25632,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2017,0
"25633",25633,"GTM","Guatemala","WIPO_14","Organic fine chemistry",2018,0
"25634",25634,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",1999,0
"25635",25635,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2000,0
"25636",25636,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2001,1.5925
"25637",25637,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2002,2.4722
"25638",25638,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2003,1.6328
"25639",25639,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2004,6.7517
"25640",25640,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2005,4.8528
"25641",25641,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2006,4.5653
"25642",25642,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2007,5.0423
"25643",25643,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2008,4.0063
"25644",25644,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2009,2.2391
"25645",25645,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2010,4.0004
"25646",25646,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2011,4.2845
"25647",25647,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2012,5.3046
"25648",25648,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2013,5.1217
"25649",25649,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2014,12.1278
"25650",25650,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2015,12.6562
"25651",25651,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2016,9.0233
"25652",25652,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2017,9.2234
"25653",25653,"HKG","Hong Kong, China","WIPO_14","Organic fine chemistry",2018,3.8455
"25654",25654,"IND","India","WIPO_14","Organic fine chemistry",1999,1.5238
"25655",25655,"IND","India","WIPO_14","Organic fine chemistry",2000,4.6
"25656",25656,"IND","India","WIPO_14","Organic fine chemistry",2001,72.7978
"25657",25657,"IND","India","WIPO_14","Organic fine chemistry",2002,92.9037
"25658",25658,"IND","India","WIPO_14","Organic fine chemistry",2003,164.0069
"25659",25659,"IND","India","WIPO_14","Organic fine chemistry",2004,210.1597
"25660",25660,"IND","India","WIPO_14","Organic fine chemistry",2005,204.5307
"25661",25661,"IND","India","WIPO_14","Organic fine chemistry",2006,245.5201
"25662",25662,"IND","India","WIPO_14","Organic fine chemistry",2007,183.5346
"25663",25663,"IND","India","WIPO_14","Organic fine chemistry",2008,202.6093
"25664",25664,"IND","India","WIPO_14","Organic fine chemistry",2009,194.6699
"25665",25665,"IND","India","WIPO_14","Organic fine chemistry",2010,193.5239
"25666",25666,"IND","India","WIPO_14","Organic fine chemistry",2011,234.1129
"25667",25667,"IND","India","WIPO_14","Organic fine chemistry",2012,241.1615
"25668",25668,"IND","India","WIPO_14","Organic fine chemistry",2013,273.8012
"25669",25669,"IND","India","WIPO_14","Organic fine chemistry",2014,264.7749
"25670",25670,"IND","India","WIPO_14","Organic fine chemistry",2015,238.5962
"25671",25671,"IND","India","WIPO_14","Organic fine chemistry",2016,226.8804
"25672",25672,"IND","India","WIPO_14","Organic fine chemistry",2017,172.1363
"25673",25673,"IND","India","WIPO_14","Organic fine chemistry",2018,77.2925
"25674",25674,"IDN","Indonesia","WIPO_14","Organic fine chemistry",1999,0
"25675",25675,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2000,0.3889
"25676",25676,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2001,0
"25677",25677,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2002,1.3095
"25678",25678,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2003,0.0543
"25679",25679,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2004,0.2361
"25680",25680,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2005,0.0571
"25681",25681,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2006,0.087
"25682",25682,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2007,0
"25683",25683,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2008,0.45
"25684",25684,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2009,0.5193
"25685",25685,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2010,0.0951
"25686",25686,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2011,0
"25687",25687,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2012,0.0192
"25688",25688,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2013,0.904
"25689",25689,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2014,0.1556
"25690",25690,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2015,0.2144
"25691",25691,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2016,0.0943
"25692",25692,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2017,1.5685
"25693",25693,"IDN","Indonesia","WIPO_14","Organic fine chemistry",2018,0.2451
"25694",25694,"IRN","Iran","WIPO_14","Organic fine chemistry",1999,0
"25695",25695,"IRN","Iran","WIPO_14","Organic fine chemistry",2000,0
"25696",25696,"IRN","Iran","WIPO_14","Organic fine chemistry",2001,1.0303
"25697",25697,"IRN","Iran","WIPO_14","Organic fine chemistry",2002,0.6925
"25698",25698,"IRN","Iran","WIPO_14","Organic fine chemistry",2003,0
"25699",25699,"IRN","Iran","WIPO_14","Organic fine chemistry",2004,0.575
"25700",25700,"IRN","Iran","WIPO_14","Organic fine chemistry",2005,1.5641
"25701",25701,"IRN","Iran","WIPO_14","Organic fine chemistry",2006,0.7708
"25702",25702,"IRN","Iran","WIPO_14","Organic fine chemistry",2007,0
"25703",25703,"IRN","Iran","WIPO_14","Organic fine chemistry",2008,1.5238
"25704",25704,"IRN","Iran","WIPO_14","Organic fine chemistry",2009,0.2
"25705",25705,"IRN","Iran","WIPO_14","Organic fine chemistry",2010,4.2524
"25706",25706,"IRN","Iran","WIPO_14","Organic fine chemistry",2011,1.2292
"25707",25707,"IRN","Iran","WIPO_14","Organic fine chemistry",2012,0.77
"25708",25708,"IRN","Iran","WIPO_14","Organic fine chemistry",2013,0.5952
"25709",25709,"IRN","Iran","WIPO_14","Organic fine chemistry",2014,0.6455
"25710",25710,"IRN","Iran","WIPO_14","Organic fine chemistry",2015,1.7098
"25711",25711,"IRN","Iran","WIPO_14","Organic fine chemistry",2016,1
"25712",25712,"IRN","Iran","WIPO_14","Organic fine chemistry",2017,1.1727
"25713",25713,"ISR","Israel","WIPO_14","Organic fine chemistry",1999,2.3372
"25714",25714,"ISR","Israel","WIPO_14","Organic fine chemistry",2000,3.9452
"25715",25715,"ISR","Israel","WIPO_14","Organic fine chemistry",2001,39.0889
"25716",25716,"ISR","Israel","WIPO_14","Organic fine chemistry",2002,50.094
"25717",25717,"ISR","Israel","WIPO_14","Organic fine chemistry",2003,73.6531
"25718",25718,"ISR","Israel","WIPO_14","Organic fine chemistry",2004,98.041
"25719",25719,"ISR","Israel","WIPO_14","Organic fine chemistry",2005,110.7295
"25720",25720,"ISR","Israel","WIPO_14","Organic fine chemistry",2006,119.11
"25721",25721,"ISR","Israel","WIPO_14","Organic fine chemistry",2007,109.0579
"25722",25722,"ISR","Israel","WIPO_14","Organic fine chemistry",2008,107.7629
"25723",25723,"ISR","Israel","WIPO_14","Organic fine chemistry",2009,82.9777
"25724",25724,"ISR","Israel","WIPO_14","Organic fine chemistry",2010,54.1246
"25725",25725,"ISR","Israel","WIPO_14","Organic fine chemistry",2011,54.9285
"25726",25726,"ISR","Israel","WIPO_14","Organic fine chemistry",2012,41.8957
"25727",25727,"ISR","Israel","WIPO_14","Organic fine chemistry",2013,45.4007
"25728",25728,"ISR","Israel","WIPO_14","Organic fine chemistry",2014,66.1351
"25729",25729,"ISR","Israel","WIPO_14","Organic fine chemistry",2015,43.2508
"25730",25730,"ISR","Israel","WIPO_14","Organic fine chemistry",2016,46.9043
"25731",25731,"ISR","Israel","WIPO_14","Organic fine chemistry",2017,38.7054
"25732",25732,"ISR","Israel","WIPO_14","Organic fine chemistry",2018,31.423
"25733",25733,"JAM","Jamaica","WIPO_14","Organic fine chemistry",1999,0
"25734",25734,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2000,0
"25735",25735,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2001,0
"25736",25736,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2002,0
"25737",25737,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2003,0
"25738",25738,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2004,0
"25739",25739,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2005,0
"25740",25740,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2006,0.341
"25741",25741,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2007,0
"25742",25742,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2008,1.0224
"25743",25743,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2009,0
"25744",25744,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2010,0.2
"25745",25745,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2011,0
"25746",25746,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2012,1.5
"25747",25747,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2013,1
"25748",25748,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2014,0
"25749",25749,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2015,0.5
"25750",25750,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2016,0
"25751",25751,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2017,0.1667
"25752",25752,"JAM","Jamaica","WIPO_14","Organic fine chemistry",2018,0
"25753",25753,"JOR","Jordan","WIPO_14","Organic fine chemistry",1999,0
"25754",25754,"JOR","Jordan","WIPO_14","Organic fine chemistry",2000,0
"25755",25755,"JOR","Jordan","WIPO_14","Organic fine chemistry",2001,1.625
"25756",25756,"JOR","Jordan","WIPO_14","Organic fine chemistry",2002,0
"25757",25757,"JOR","Jordan","WIPO_14","Organic fine chemistry",2003,0.0972
"25758",25758,"JOR","Jordan","WIPO_14","Organic fine chemistry",2004,2.5055
"25759",25759,"JOR","Jordan","WIPO_14","Organic fine chemistry",2005,0.0227
"25760",25760,"JOR","Jordan","WIPO_14","Organic fine chemistry",2006,0.6143
"25761",25761,"JOR","Jordan","WIPO_14","Organic fine chemistry",2007,0
"25762",25762,"JOR","Jordan","WIPO_14","Organic fine chemistry",2008,0.3333
"25763",25763,"JOR","Jordan","WIPO_14","Organic fine chemistry",2009,0.25
"25764",25764,"JOR","Jordan","WIPO_14","Organic fine chemistry",2010,0
"25765",25765,"JOR","Jordan","WIPO_14","Organic fine chemistry",2011,0.0084
"25766",25766,"JOR","Jordan","WIPO_14","Organic fine chemistry",2012,1.5948
"25767",25767,"JOR","Jordan","WIPO_14","Organic fine chemistry",2013,0.3333
"25768",25768,"JOR","Jordan","WIPO_14","Organic fine chemistry",2014,0.5583
"25769",25769,"JOR","Jordan","WIPO_14","Organic fine chemistry",2015,0.7667
"25770",25770,"JOR","Jordan","WIPO_14","Organic fine chemistry",2016,0
"25771",25771,"JOR","Jordan","WIPO_14","Organic fine chemistry",2017,0.0476
"25772",25772,"JOR","Jordan","WIPO_14","Organic fine chemistry",2018,0
"25773",25773,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",1999,0
"25774",25774,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2000,0
"25775",25775,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2001,0
"25776",25776,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2002,0.25
"25777",25777,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2003,0
"25778",25778,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2004,0
"25779",25779,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2005,0.125
"25780",25780,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2006,0
"25781",25781,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2007,0
"25782",25782,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2008,0.0714
"25783",25783,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2009,1
"25784",25784,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2010,0
"25785",25785,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2011,0
"25786",25786,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2012,0
"25787",25787,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2013,0
"25788",25788,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2014,0
"25789",25789,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2015,0
"25790",25790,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2016,0
